SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
539524,LALPATHLAB  ,A ,Q,1257.70,1257.70,1236.90,1242.80,1242.80,1251.20,432,2954,3677886.00,
539528,AAYUSH      ,X ,Q,26.80,26.80,26.65,26.75,26.75,25.60,9,763,20348.00,
539542,LUXIND      ,A ,Q,1105.00,1158.05,1105.00,1124.20,1137.60,1097.10,266,1069,1204914.00,
539546,BNL         ,X ,Q,9.65,9.65,9.65,9.65,9.65,9.76,1,1,9.00,
539551,NH          ,B ,Q,239.00,245.00,237.00,242.55,241.80,233.55,124,1054,253808.00,
539562,AARNAV      ,XT,Q,29.45,29.45,29.45,29.45,29.45,28.05,2,3009,88615.00,
539594,MISHTANN    ,X ,Q,38.05,38.05,38.05,38.05,38.05,38.80,7,60,2283.00,
539596,DELTA       ,XT,Q,3.65,3.65,3.65,3.65,3.65,3.72,8,12,43.00,
539597,JSLHISAR    ,A ,Q,60.75,61.50,58.45,59.35,58.65,60.15,724,33445,2019426.00,
539620,AINFRA      ,X ,Q,17.00,18.50,17.00,18.00,18.00,17.85,9,199,3593.00,
539621,BCLENTERPR  ,XT,Q,19.80,19.80,19.80,19.80,19.80,20.00,29,4050,80190.00,
539636,PRECAM      ,B ,Q,38.40,39.00,38.15,38.75,38.75,38.60,49,358,13808.00,
539637,BVL         ,M ,Q,8.30,8.30,7.90,7.90,7.90,8.85,2,6000,48600.00,
539658,TEAMLEASE   ,A ,Q,2750.00,2895.80,2733.15,2823.10,2835.40,2714.65,159,459,1294693.00,
539660,SAHYOGMULT  ,XT,Q,136.95,137.30,124.45,135.85,135.00,130.95,92,4818,652546.00,
539678,QUICKHEAL   ,B ,Q,110.00,113.60,108.45,111.90,111.00,109.05,133,4497,499017.00,
539725,GOKULAGRO   ,T ,Q,11.36,12.39,11.36,12.31,12.31,11.95,13,13933,171440.00,
539730,FREDUN      ,X ,Q,224.00,226.00,210.20,221.90,222.00,219.65,16,599,130228.00,
539742,SIMBHALS    ,B ,Q,8.50,9.33,8.50,9.33,9.33,7.78,113,64280,594784.00,
539770,DARJEELING  ,X ,Q,93.05,94.25,90.80,91.75,91.00,93.00,64,7425,686396.00,
539785,PDMJEPAPER  ,B ,Q,11.45,11.45,11.07,11.14,11.07,11.25,8,2330,26302.00,
539787,HCG         ,B ,Q,103.00,103.90,95.00,101.55,98.50,97.95,296,1926,190514.00,
539798,UMIYA       ,T ,Q,11.10,11.10,10.07,10.88,10.89,10.60,12,5580,60417.00,
539799,BHARATWIRE  ,B ,Q,30.00,30.10,28.50,28.70,28.80,28.95,24,1304,37989.00,
539807,INFIBEAM    ,A ,Q,39.40,40.30,39.30,39.70,39.70,39.20,250,63009,2502197.00,
539814,RADHEY      ,XT,Q,19.75,19.95,19.50,19.50,19.50,19.75,3,13,256.00,
539837,RPEL        ,B ,Q,124.90,124.90,124.90,124.90,124.90,124.00,1,26,3247.00,
539841,LANCER      ,B ,Q,49.00,49.00,48.95,49.00,49.00,47.00,6,583,28564.00,
539844,EQUITAS     ,A ,Q,110.85,115.80,108.65,114.35,114.35,109.35,1775,255275,28700886.00,
539854,HALDER      ,X ,Q,44.90,44.90,44.90,44.90,44.90,44.90,1,1,44.00,
539871,THYROCARE   ,A ,Q,468.20,468.20,462.00,464.60,465.70,470.15,107,959,445425.00,
539872,BAJAJHCARE  ,B ,Q,179.95,179.95,174.55,174.65,174.55,180.00,4,47,8214.00,
539874,UJJIVAN     ,A ,Q,290.30,306.60,286.75,302.80,302.80,289.45,2583,210563,62514569.00,
539876,CROMPTON    ,A ,Q,230.75,231.45,228.65,230.85,230.70,228.10,641,181149,41665457.00,
539883,PILANIINVS  ,B ,Q,1886.00,1886.00,1830.00,1835.80,1832.00,1852.05,32,2161,3986149.00,
539884,DARSHANORNA ,B ,Q,45.70,45.70,41.65,45.60,45.60,44.95,24,2086,94718.00,
539889,PARAGMILK   ,A ,Q,135.00,138.40,131.65,133.80,133.80,134.80,248,8673,1169177.00,
539894,MADHAVIPL   ,XT,Q,182.10,182.90,182.10,182.90,182.90,174.20,13,500,91370.00,
539917,NAGARFERT   ,B ,Q,3.51,3.60,3.49,3.58,3.60,3.45,65,26994,96041.00,
539921,SEIL        ,T ,Q,98.70,98.70,98.70,98.70,98.70,94.00,1,1,98.00,
539938,MIL         ,X ,Q,98.00,100.50,95.00,97.25,97.25,98.85,16,4156,404090.00,
539939,YASHCHEM    ,B ,Q,82.90,83.00,82.90,83.00,83.00,82.55,2,150,12445.00,
539940,MAXVIL      ,B ,Q,48.75,48.75,44.60,44.90,44.75,44.60,170,4148,189930.00,
539956,TAALENT     ,X ,Q,211.00,235.95,211.00,234.95,234.95,225.95,14,192,43291.00,
539957,MGL         ,A ,Q,844.85,856.00,839.30,853.25,853.25,837.75,1231,48566,41093250.00,
539962,QFSL        ,X ,Q,0.19,0.19,0.19,0.19,0.19,0.19,1,1000,190.00,
539978,QUESS       ,A ,Q,468.40,468.40,456.70,457.55,456.70,469.70,284,2649,1215923.00,
539979,DIGJAMLTD   ,T ,Q,1.15,1.24,1.14,1.24,1.24,1.19,26,30140,35346.00,
539980,ICICIMCAP   ,B ,Q,58.49,58.58,58.17,58.58,58.58,58.39,48,481,28122.00,
539981,MAXINDIA    ,A ,Q,60.05,60.25,59.45,60.00,60.00,60.05,40,503802,30227919.00,
539982,ASYL        ,T ,Q,16.40,18.05,16.40,18.00,18.00,17.25,6,5561,91224.00,
539984,HUIL        ,X ,Q,630.00,642.00,622.30,639.00,639.00,612.70,11,55,34738.00,
539986,COMSYN      ,B ,Q,44.95,48.95,44.00,48.80,48.85,45.00,13,427,19788.00,
539992,LLOYDSTEEL  ,B ,Q,0.47,0.47,0.45,0.46,0.47,0.45,103,318862,146532.00,
540005,LTI         ,A ,Q,1665.00,1671.00,1649.00,1664.45,1667.60,1643.80,703,4135,6869791.00,
540006,EASTWEST    ,X ,Q,107.50,107.50,95.50,104.25,105.95,100.90,50,3768,391951.00,
540024,ASHARI      ,XT,Q,19.20,19.60,19.00,19.20,19.60,19.20,23,35700,681622.00,
540025,ADVENZYMES  ,A ,Q,148.55,151.85,148.00,150.30,148.00,149.10,49,890,133932.00,
540027,PTIL        ,T ,Q,395.40,398.40,395.40,395.50,395.50,396.90,11,72,28501.00,
540047,DBL         ,A ,Q,357.10,385.00,350.30,373.05,371.95,351.30,3835,71344,26579066.00,
540048,SPAL        ,B ,Q,190.50,194.05,183.00,187.05,194.05,190.00,27,406,77353.00,
540061,BIGBLOC     ,B ,Q,27.35,27.35,27.35,27.35,27.35,25.55,1,5,136.00,
540064,FRETAIL     ,A ,Q,408.00,414.00,399.20,402.30,400.50,409.35,389,6774,2738744.00,
540065,RBLBANK     ,A ,Q,323.70,327.80,318.50,321.80,324.15,324.95,5584,539322,174424383.00,
540071,CAMSONSEEDS ,Z ,Q,2.95,3.25,2.95,2.95,2.95,3.10,9,10172,30023.00,
540073,BLS         ,B ,Q,71.25,88.85,71.25,80.15,80.15,80.35,51,1682,135843.00,
540080,NARAYANI    ,T ,Q,21.50,23.10,21.50,23.10,23.10,22.50,2,20,446.00,
540083,TVVISION    ,B ,Q,1.45,1.51,1.45,1.51,1.51,1.52,5,1030,1520.00,
540108,TAHL        ,X ,Q,83.80,85.00,81.10,82.45,83.90,82.25,60,3242,267269.00,
540115,LTTS        ,A ,Q,1648.30,1651.10,1618.40,1626.85,1626.85,1645.50,565,2854,4675296.00,
540124,GNA         ,B ,Q,233.25,235.00,232.75,234.25,235.00,231.65,63,341,79883.00,
540125,RADHIKAJWE  ,M ,Q,18.40,21.00,18.40,19.75,19.50,18.35,17,27200,536480.00,
540133,ICICIPRULI  ,A ,Q,432.90,432.90,425.30,426.75,426.75,428.30,2104,59895,25631481.00,
540134,IISL        ,X ,Q,14.10,14.10,11.35,13.97,11.36,13.95,6,2430,33966.00,
540135,ARCFIN      ,XT,Q,1.27,1.27,1.27,1.27,1.27,1.24,1,1,1.00,
540136,HPL         ,B ,Q,40.75,40.75,39.60,40.30,40.35,39.35,21,1179,47394.00,
540143,SAGARSOFT   ,X ,Q,53.90,53.90,42.25,45.25,45.80,50.30,337,14393,654412.00,
540145,VALIANTORG  ,M ,Q,1225.00,1225.00,1225.00,1225.00,1225.00,1245.00,1,150,183750.00,
540147,SHASHIJIT   ,M ,Q,29.55,29.55,29.55,29.55,29.55,28.95,1,4800,141840.00,
540151,DIKSAT      ,M ,Q,96.20,96.20,96.20,96.20,96.20,100.00,1,1500,144300.00,
540153,ENDURANCE   ,A ,Q,920.45,923.45,906.45,915.15,919.15,909.45,163,476,435747.00,
540173,PNBHOUSING  ,A ,Q,647.40,667.60,620.00,632.20,631.30,641.20,881,17620,11474602.00,
540175,REGENCY     ,X ,Q,32.00,32.75,31.95,31.95,31.95,32.00,149,16887,551479.00,
540180,VBL         ,A ,Q,634.50,638.40,626.10,629.35,629.35,630.95,54,619,391638.00,
540192,LKPSEC      ,X ,Q,6.00,6.12,5.56,5.62,5.80,5.85,48,19351,108593.00,
540198,OSIAJEE     ,X ,Q,30.90,31.20,30.10,30.80,31.20,30.55,57,49512,1517186.00,
540203,SFL         ,B ,Q,1200.00,1233.75,1175.00,1210.75,1205.00,1216.70,85,3572,4286342.00,
540205,AVL         ,M ,Q,22.10,22.10,22.10,22.10,22.10,22.25,2,20000,442000.00,
540210,TMRVL       ,T ,Q,12.80,12.95,12.30,12.30,12.95,12.76,14,1208,14909.00,
540212,TCIEXP      ,B ,Q,623.00,629.00,623.00,624.45,623.90,629.95,21,196,122595.00,
540222,LAURUSLABS  ,A ,Q,328.50,337.00,328.05,335.40,336.50,326.50,251,3104,1035104.00,
540243,NEWLIGHT    ,XT,Q,38.95,39.00,37.50,39.00,39.00,39.00,6,20712,777733.00,
540253,SNTCL       ,XT,Q,13.20,13.20,13.20,13.20,13.20,13.85,1,2500,33000.00,
540268,DHANVARSHA  ,X ,Q,54.95,54.95,54.95,54.95,54.95,53.00,1,1,54.00,
540293,PRICOLLTD   ,B ,Q,28.90,29.25,28.80,29.10,29.00,28.75,59,1696,49074.00,
540311,JITFINFRA   ,T ,Q,7.00,7.35,6.80,7.30,7.30,7.00,15,4570,33131.00,
540358,RMC         ,M ,Q,27.00,27.00,27.00,27.00,27.00,24.70,1,2000,54000.00,
540360,LLFICL      ,X ,Q,104.45,107.20,104.40,107.15,107.15,107.30,138,26313,2817068.00,
540361,DANUBE      ,XT,Q,7.89,8.70,7.89,8.50,8.50,8.30,18,1868,14905.00,
540366,RADIOCITY   ,B ,Q,38.30,38.75,37.85,38.25,38.25,38.30,5,265,10141.00,
540376,DMART       ,A ,Q,1534.95,1541.00,1515.80,1521.70,1521.70,1524.25,1282,11503,17562238.00,
540386,ONTIC       ,XT,Q,6.37,6.37,6.37,6.37,6.37,6.50,1,1000,6370.00,
540396,MANOMAY     ,M ,Q,34.30,34.30,34.30,34.30,34.30,34.10,1,4000,137200.00,
540403,CLEDUCATE   ,B ,Q,83.10,88.30,81.05,82.00,82.00,81.95,18,239,19922.00,
540404,PRIME       ,M ,Q,100.00,111.95,96.50,110.60,111.95,111.30,18,33000,3419900.00,
540425,SHANKARA    ,A ,Q,261.75,312.60,261.00,308.05,312.60,260.50,3076,66278,19794296.00,
540426,RELSTRUCT   ,M ,Q,9.46,9.46,9.46,9.46,9.46,9.95,1,3000,28380.00,
540497,SCHAND      ,B ,Q,60.60,64.50,56.60,63.00,63.00,62.55,15,524,32599.00,
540519,MEERA       ,M ,Q,185.00,190.00,185.00,190.00,190.00,190.50,5,12000,2222500.00,
540526,IRBINVIT    ,IF,Q,64.99,64.99,64.50,64.60,64.60,64.99,4,60000,3876950.00,
540530,HUDCO       ,A ,Q,35.50,36.50,35.15,35.60,35.60,35.05,402,109532,3922728.00,
540544,PSPPROJECT  ,B ,Q,505.00,513.20,501.60,509.25,509.25,508.75,43,487,248235.00,
540550,YUG         ,M ,Q,21.55,21.55,21.55,21.55,21.55,21.45,1,4000,86200.00,
540552,AXISAEGPG   ,B ,Q,11.00,11.00,11.00,11.00,11.00,10.60,1,4000,44000.00,
540565,INDIGRID    ,IF,Q,86.50,86.60,86.39,86.39,86.39,86.35,9,51030,4414452.00,
540570,SFIVL       ,XT,Q,13.90,14.35,13.70,14.25,14.35,13.70,30,3531,49090.00,
540575,STARCEMENT  ,B ,Q,94.00,95.00,92.70,93.70,93.00,93.20,124,3206,300926.00,
540595,TEJASNET    ,B ,Q,79.00,79.60,77.95,78.75,78.25,77.05,167,5491,432310.00,
540596,ERIS        ,A ,Q,388.00,395.15,381.30,386.95,386.95,389.85,403,102932,40047747.00,
540602,GTPL        ,B ,Q,73.00,73.00,71.60,71.90,71.90,71.10,30,906,65169.00,
540611,AUBANK      ,A ,Q,676.00,681.75,669.00,674.10,671.60,672.20,173,2223,1500334.00,
540614,GGENG       ,M ,Q,29.00,29.00,29.00,29.00,29.00,27.50,1,2500,72500.00,
540615,7NR         ,B ,Q,100.05,100.20,99.50,100.15,100.20,100.00,161,17920,1790257.00,
540616,ARTEMIS     ,B ,Q,47.10,47.10,47.10,47.10,47.10,49.00,1,6,282.00,
540636,HEOF1100RG  ,B ,Q,8.86,9.60,8.86,9.60,9.60,8.80,2,1002,8879.00,
540642,SALASAR     ,B ,Q,122.00,123.95,120.95,121.15,121.55,121.55,13,691,84619.00,
540649,AVADHSUGAR  ,B ,Q,216.50,224.00,215.90,221.90,222.65,216.50,357,5994,1329784.00,
540650,MAGADHSUGAR ,B ,Q,87.00,87.40,86.00,86.00,86.00,87.10,47,3147,273231.00,
540653,SINTEXPLAST ,B ,Q,4.03,4.09,4.01,4.09,4.09,3.90,112,69415,283260.00,
540669,UTINEXT50   ,B ,Q,268.00,268.00,266.00,266.00,266.00,262.00,3,5,1332.00,
540673,SIS         ,B ,Q,768.55,768.55,765.00,766.30,765.90,760.50,9,29,22211.00,
540678,COCHINSHIP  ,A ,Q,342.05,349.95,340.00,343.10,341.90,338.10,364,3753,1298534.00,
540679,SMSLIFE     ,B ,Q,402.90,402.90,381.00,382.45,382.45,377.45,17,22,8463.00,
540680,KIOCL       ,B ,Q,117.15,126.60,117.15,122.00,120.15,117.80,286,7418,897677.00,
540686,SMRUTHIORG  ,X ,Q,140.00,140.00,130.00,130.00,130.00,140.00,31,1544,204859.00,
540691,ABCAPITAL   ,A ,Q,91.10,92.55,91.10,91.45,91.45,90.40,1748,174917,16066261.00,
540692,APEX        ,B ,Q,206.90,213.30,205.00,206.40,206.20,205.95,739,11598,2422827.00,
540694,ANG         ,M ,Q,30.60,31.00,30.00,31.00,31.00,31.00,4,6400,195040.00,
540696,RUCHINDLTD  ,XT,Q,22.10,22.10,22.10,22.10,22.10,21.05,1,10,221.00,
540697,AMFL        ,M ,Q,8.25,8.65,8.25,8.65,8.65,8.25,2,16000,135200.00,
540699,DIXON       ,B ,Q,2619.95,2620.00,2504.35,2537.40,2505.00,2604.25,154,332,853218.00,
540700,BRNL        ,B ,Q,71.50,71.60,67.25,69.70,67.25,67.75,18,305,21194.00,
540701,DCAL        ,A ,Q,171.85,174.05,169.90,172.05,170.25,170.95,176,3767,645327.00,
540702,LASA        ,B ,Q,13.91,13.91,13.91,13.91,13.91,13.25,7,2453,34121.00,
540704,MATRIMONY   ,B ,Q,514.00,514.00,501.80,506.80,503.55,521.45,8,9,4561.00,
540709,RELHOME     ,B ,Q,5.70,5.76,5.54,5.70,5.76,5.74,88,53712,303812.00,
540710,CAPACITE    ,B ,Q,201.00,205.00,198.05,200.45,202.40,199.25,467,6136,1243371.00,
540716,ICICIGI     ,A ,Q,1155.00,1183.10,1155.00,1170.80,1182.00,1144.75,1675,35604,41642368.00,
540719,SBILIFE     ,A ,Q,828.00,834.00,821.20,831.20,829.00,826.05,2081,43103,35802898.00,
540724,DIAMONDYD   ,B ,Q,780.00,799.85,771.00,796.60,781.35,757.10,55,345,270673.00,
540725,SISL        ,M ,Q,66.50,66.50,66.50,66.50,66.50,65.50,1,1000,66500.00,
540727,POOJA       ,M ,Q,50.30,50.30,50.30,50.30,50.30,52.00,1,3000,150900.00,
540729,VANTABIO    ,M ,Q,109.50,111.00,105.55,109.00,111.00,114.00,4,3000,324787.00,
540735,IRIS        ,M ,Q,18.50,19.95,18.50,19.25,19.95,17.35,2,8000,153800.00,
540737,SGRL        ,M ,Q,63.00,63.00,63.00,63.00,63.00,63.00,1,3000,189000.00,
540743,GODREJAGRO  ,A ,Q,454.00,456.35,449.00,450.15,450.00,450.55,668,7578,3410393.00,
540749,MASFIN      ,B ,Q,602.50,642.85,594.65,623.15,622.80,600.05,245,2171,1349591.00,
540750,IEX         ,A ,Q,133.40,135.10,133.20,134.40,133.60,134.10,80,1311,176049.00,
540755,GICRE       ,A ,Q,171.30,173.35,170.05,170.70,170.05,170.95,201,2878,493152.00,
540757,SCPL        ,M ,Q,104.00,104.00,104.00,104.00,104.00,103.80,1,800,83200.00,
540761,RCBFIVAG    ,B ,Q,8.46,8.46,8.40,8.40,8.40,8.21,2,2000,16860.00,
540762,TIINDIA     ,A ,Q,331.00,332.45,329.15,330.15,329.15,332.00,111,615,203524.00,
540767,RNAM        ,A ,Q,280.00,284.00,276.60,277.50,277.50,276.70,782,32497,9071104.00,
540768,MAHLOG      ,A ,Q,332.00,337.00,330.65,334.55,335.00,331.90,165,955,318846.00,
540769,NIACL       ,A ,Q,104.25,110.90,104.25,107.70,107.45,104.45,476,8408,911941.00,
540774,IFGLEXPOR   ,B ,Q,138.95,142.00,138.95,142.00,142.00,134.90,16,156,21814.00,
540775,KHADIM      ,B ,Q,180.20,185.00,180.00,183.70,183.55,184.45,154,747,136666.00,
540776,5PAISA      ,B ,Q,140.00,144.70,131.15,139.85,138.85,138.00,52,1651,222456.00,
540777,HDFCLIFE    ,A ,Q,540.00,547.25,527.00,528.60,528.60,535.45,6834,199524,106914870.00,
540782,SBRANDS     ,M ,Q,16.22,16.22,16.22,16.22,16.22,15.86,1,1000,16220.00,
540787,ICICIB22    ,B ,Q,32.56,33.64,32.56,33.12,33.10,32.65,230,65005,2172978.00,
540789,DNAMEDIA    ,T ,Q,0.37,0.37,0.37,0.37,0.37,0.38,1,25,9.00,
540793,HHOF1140RG  ,B ,Q,8.11,8.11,8.11,8.11,8.11,8.10,2,5500,44605.00,
540795,DYNAMIC     ,M ,Q,29.00,29.00,29.00,29.00,29.00,29.00,1,3000,87000.00,
540796,RATNABHUMI  ,M ,Q,92.00,92.00,92.00,92.00,92.00,95.00,1,2000,184000.00,
540797,SHALBY      ,B ,Q,82.20,82.20,80.90,81.00,81.00,82.30,15,505,41065.00,
540798,FSC         ,B ,Q,560.00,562.00,560.00,561.25,562.00,547.70,5,9,5051.00,
540821,SADHNA      ,X ,Q,13.00,13.00,13.00,13.00,13.00,12.99,2,22,286.00,
540824,ASTRON      ,B ,Q,94.75,97.70,94.70,97.05,97.70,95.35,899,93946,9051883.00,
540850,JFL         ,M ,Q,8.75,8.75,8.65,8.65,8.65,9.10,7,14000,121500.00,
540861,IPRU3018    ,B ,Q,8.40,8.40,8.40,8.40,8.40,8.05,1,1000,8400.00,
540879,APOLLO      ,B ,Q,72.75,72.75,70.20,70.85,70.85,70.35,121,2132,151533.00,
540900,NEWGEN      ,B ,Q,278.00,285.00,277.15,283.60,285.00,283.60,58,4678,1317879.00,
540901,PRAXIS      ,B ,Q,54.60,64.75,54.40,63.10,63.00,58.45,19,6163,378630.00,
540902,AMBER       ,B ,Q,822.05,827.75,810.00,812.40,816.00,821.75,35,177,144447.00,
540904,TIRUFOAM    ,X ,Q,57.00,57.00,57.00,57.00,57.00,59.10,1,200,11400.00,
540923,AML         ,M ,Q,2.29,2.29,2.29,2.29,2.29,2.41,1,6000,13740.00,
540935,GALAXYSURF  ,B ,Q,1294.40,1304.50,1290.00,1299.10,1302.70,1279.00,203,418,542515.00,
540945,FSSPL       ,M ,Q,2.32,2.53,2.32,2.53,2.53,2.41,2,8000,19400.00,
540947,IPRU3034    ,B ,Q,8.00,8.00,8.00,8.00,8.00,8.16,1,1000,8000.00,
540954,IWP         ,X ,Q,54.95,57.80,52.45,54.00,54.00,53.50,44,7586,403300.00,
540955,TDSL        ,M ,Q,16.00,17.00,16.00,16.50,17.00,16.25,2,6000,99000.00,
540961,SHIVAMILLS  ,B ,Q,33.00,33.50,33.00,33.50,33.50,34.85,7,254,8496.00,
540975,ASTERDM     ,B ,Q,124.00,124.00,116.00,116.80,117.00,116.90,51,1335,156377.00,
541005,KANCOTEA    ,X ,Q,27.80,27.80,27.75,27.75,27.75,29.10,3,50,1387.00,
541006,ANGEL       ,M ,Q,9.80,9.80,9.80,9.80,9.80,9.70,1,4000,39200.00,
541019,HGINFRA     ,B ,Q,192.80,192.80,188.55,191.15,192.40,189.75,206,1011,192693.00,
541053,EIS         ,M ,Q,1059.00,1059.00,1058.00,1058.00,1058.00,1063.00,2,640,677600.00,
541083,INFLAME     ,M ,Q,135.00,135.00,130.00,133.00,133.00,118.00,4,7000,931000.00,
541096,BPLPHARMA   ,XT,Q,176.00,176.00,176.00,176.00,176.00,176.00,2,50,8800.00,
541143,BDL         ,B ,Q,275.40,295.60,275.00,278.00,277.40,272.40,355,3851,1094613.00,
541153,BANDHANBNK  ,A ,Q,469.00,469.00,446.75,449.00,449.00,451.80,532,20592,9261800.00,
541154,HAL         ,A ,Q,648.75,665.00,646.00,660.40,654.35,647.20,180,603,394580.00,
541161,KARDA       ,B ,Q,185.60,187.35,182.25,185.15,185.15,185.65,226,1720,316822.00,
541163,SANDHAR     ,B ,Q,256.45,260.30,256.05,257.70,257.05,255.65,59,660,170346.00,
541178,BENARA      ,M ,Q,14.80,14.80,14.80,14.80,14.80,14.13,1,2000,29600.00,
541179,ISEC        ,A ,Q,215.00,217.00,212.10,213.20,213.05,214.05,341,4158,890820.00,
541195,MIDHANI     ,B ,Q,116.70,118.60,115.30,116.45,116.45,114.85,173,3489,407322.00,
541206,OBCL        ,M ,Q,48.50,49.00,48.50,48.50,48.50,48.00,8,16000,778300.00,
541233,LEMONTREE   ,A ,Q,52.00,53.95,52.00,53.10,53.10,51.60,556,17329,921392.00,
541269,CHEMFABALKA ,B ,Q,155.00,155.50,155.00,155.50,155.50,158.00,274,2707,419797.00,
541276,GARVIND     ,M ,Q,25.40,25.95,25.40,25.95,25.90,26.70,5,50000,1280500.00,
541301,ORIENTELEC  ,B ,Q,154.35,155.00,153.25,153.55,153.30,154.05,47,1587,243864.00,
541302,DHRUV       ,M ,Q,25.00,25.50,25.00,25.00,25.00,24.90,3,6000,151000.00,
541304,INDOUS      ,M ,Q,102.50,102.50,89.20,99.70,99.70,99.00,12,30000,2791250.00,
541313,ICICI500    ,B ,Q,144.02,144.02,144.02,144.02,144.02,142.74,1,7,1008.00,
541336,INDOSTAR    ,A ,Q,276.00,280.00,276.00,279.50,279.50,279.25,12,142,39457.00,
541347,PARVATI     ,T ,Q,0.82,0.82,0.79,0.79,0.79,0.79,3,1030,823.00,
541352,MEGASTAR    ,M ,Q,38.50,43.75,37.40,42.40,43.75,39.80,9,34000,1325000.00,
541353,INNOVATORS  ,M ,Q,37.80,37.80,37.80,37.80,37.80,35.00,1,1600,60480.00,
541400,ZIMLAB      ,X ,Q,113.95,114.00,110.00,112.60,114.00,112.75,14,438,49243.00,
541401,ARIHANTINS  ,M ,Q,4.95,4.98,4.74,4.98,4.98,4.75,13,116000,559480.00,
541403,DOLLAR      ,B ,Q,197.20,197.20,196.00,196.00,196.00,196.85,3,36,7081.00,
541450,ADANIGREEN  ,A ,Q,44.45,45.75,44.40,44.95,45.00,43.90,302,27496,1237498.00,
541503,UNICK       ,XT,Q,24.50,24.50,22.75,23.50,23.50,23.35,12,211,4809.00,
541540,SOLARA      ,B ,Q,445.70,445.70,428.40,438.95,438.90,421.25,123,1749,765305.00,
541545,TALWGYM     ,B ,Q,11.80,11.80,11.80,11.80,11.80,12.42,5,198,2336.00,
541546,GAYAHWS     ,B ,Q,0.41,0.45,0.41,0.43,0.43,0.43,13,36833,15261.00,
541556,RITES       ,B ,Q,224.85,229.90,224.05,225.70,225.95,223.75,327,10599,2405043.00,
541557,FINEORG     ,B ,Q,1423.25,1430.60,1423.25,1426.20,1423.90,1420.35,13,33,47017.00,
541578,VARROC      ,B ,Q,427.45,430.25,420.00,421.25,420.00,421.20,55,367,156035.00,
541627,HITECHWIND  ,X ,Q,9.30,9.33,9.25,9.30,9.30,9.37,37,35610,331300.00,
541678,TVF1G       ,B ,Q,8.01,8.01,8.01,8.01,8.01,8.30,1,1000,8010.00,
541700,TCNSBRANDS  ,B ,Q,655.25,664.40,655.25,662.15,662.15,657.25,104,384,253589.00,
541725,IDFCEOS6RG  ,B ,Q,8.54,8.54,8.30,8.40,8.40,8.52,7,1057,9019.00,
541726,IDFCEOS6RD  ,B ,Q,8.21,8.21,8.21,8.21,8.21,7.56,1,1000,8210.00,
541729,HDFCAMC     ,B ,Q,2597.90,2656.00,2585.70,2604.75,2604.75,2572.70,4259,35416,92712964.00,
541770,CREDITACC   ,B ,Q,566.00,594.20,566.00,585.70,585.70,569.00,630,9134,5325943.00,
541778,DEEP        ,M ,Q,58.00,58.00,57.90,58.00,58.00,56.00,4,12000,695550.00,
541799,SMEL        ,M ,Q,6.84,6.84,6.84,6.84,6.84,5.70,1,90000,615600.00,
541804,IPRU3168    ,B ,Q,7.96,8.00,7.95,8.00,8.00,7.95,8,10047,79886.00,
541890,SPACEINCUBA ,X ,Q,0.36,0.36,0.36,0.36,0.36,0.37,1,6000,2160.00,
541946,ICICILIQ    ,F ,Q,1000.01,1000.01,1000.00,1000.00,1000.00,1000.00,19,26647,26647002.00,
541956,IRCON       ,B ,Q,342.70,345.40,339.25,343.75,343.00,342.30,90,1920,659511.00,
541972,SETFSN50    ,B ,Q,298.00,299.00,298.00,299.00,299.00,294.00,4,126,37574.00,
541974,MANORAMA    ,M ,Q,198.00,198.00,195.00,195.00,195.00,197.00,6,12600,2471460.00,
541988,AAVAS       ,B ,Q,1500.00,1633.10,1500.00,1550.80,1554.00,1511.35,611,2635,4138270.00,
542002,DCL         ,M ,Q,8.75,8.75,8.30,8.30,8.30,9.30,2,6000,51150.00,
542011,GRSE        ,B ,Q,137.00,138.00,135.15,135.65,135.65,135.55,263,6514,889590.00,
542012,AAL         ,M ,Q,59.25,59.25,59.25,59.25,59.25,55.60,1,8000,474000.00,
542013,DOLFIN      ,M ,Q,33.40,34.00,32.00,34.00,34.00,33.50,3,6000,198800.00,
542025,SUNRETAIL   ,M ,Q,26.00,27.00,26.00,27.00,27.00,27.00,3,18000,483000.00,
542046,VIVIDM      ,M ,Q,18.30,18.30,18.30,18.30,18.30,21.00,1,2000,36600.00,
542066,ADANIGAS    ,B ,Q,137.20,139.00,136.00,137.00,137.00,135.90,719,32157,4426850.00,
542123,PHOSPHATE   ,XT,Q,49.20,49.20,49.20,49.20,49.20,49.20,4,7,344.00,
542131,MAN50ETF    ,B ,Q,110.30,110.30,110.30,110.30,110.30,108.90,1,4,441.00,
542141,TECHNOE     ,B ,Q,254.00,255.80,253.00,255.80,255.80,255.00,8,82,20772.00,
542156,IPRU3218    ,B ,Q,8.70,8.70,8.70,8.70,8.70,8.68,1,57,495.00,
542206,BTSYN       ,X ,Q,9.15,9.15,9.15,9.15,9.15,9.79,1,1,9.00,
542216,DALBHARAT   ,B ,Q,895.00,898.00,865.30,870.55,870.55,890.35,606,5085,4458746.00,
542230,ABSLNN50ET  ,B ,Q,261.67,261.67,261.67,261.67,261.67,255.56,1,37,9681.00,
